"熟語","読み","出題級","種類","ほかの読み","よく使う順位","出典","校正状態"
"風力","ふうりょく","6級から","","","13566","常用漢字表","校正不要"
"感受性","かんじゅせい","6級から","","","13609","国語辞典(JMdict)｜三字熟語","校正不要"
"人情","にんじょう","6級から","","","13613","常用漢字表","校正不要"
"初夏","しょか","6級から","","しょか / はつなつ","13625","常用漢字表","校正不要"
"造船","ぞうせん","6級から","","","13653","常用漢字表","校正不要"
"小鳥","ことり","6級から","","","13666","常用漢字表","校正不要"
"消失","しょうしつ","6級から","","","13667","常用漢字表","校正不要"
"休養","きゅうよう","6級から","","","13671","常用漢字表","校正不要"
"満月","まんげつ","6級から","","","13679","常用漢字表","校正不要"
"正午","しょうご","6級から","","","13688","常用漢字表","校正不要"
"重点的","じゅうてんてき","6級から","","","13696","国語辞典(JMdict)｜三字熟語","校正不要"
"小冊子","しょうさっし","5級から","","","13709","国語辞典(JMdict)｜三字熟語","校正不要"
"東側","ひがしがわ","6級から","","","13713","常用漢字表","校正不要"
"雑草","ざっそう","6級から","","","13715","常用漢字表","校正不要"
"銭湯","せんとう","5級から","","","13742","常用漢字表","校正不要"
"不条理","ふじょうり","6級から","","","13753","国語辞典(JMdict)｜三字熟語","校正不要"
"供養","くよう","5級から","","","13803","常用漢字表","校正不要"
"強風","きょうふう","6級から","","","13832","常用漢字表","校正不要"
"喜劇","きげき","5級から","","","13838","常用漢字表","校正不要"
"存分","ぞんぶん","5級から","","","13848","常用漢字表","校正不要"
"断絶","だんぜつ","6級から","","","13851","常用漢字表","校正不要"
"金色","きんいろ","6級から","","きんいろ / こんじき / きんしょく / かないろ","13866","常用漢字表","校正不要"
"盛大","せいだい","5級から","","","13876","常用漢字表","校正不要"
"新入生","しんにゅうせい","6級から","","","13911","国語辞典(JMdict)｜三字熟語","校正不要"
"金魚","きんぎょ","6級から","","","13925","常用漢字表","校正不要"
"将校","しょうこう","5級から","","","13940","常用漢字表","校正不要"
"再三","さいさん","6級から","","","13948","常用漢字表","校正不要"
"物色","ぶっしょく","6級から","","","13967","常用漢字表","校正不要"
"街角","まちかど","6級から","","","13986","常用漢字表","校正不要"
"数式","すうしき","6級から","","","13994","常用漢字表","校正不要"
"不特定","ふとくてい","6級から","","","13996","国語辞典(JMdict)｜三字熟語","校正不要"
"体格","たいかく","6級から","","","14013","常用漢字表","校正不要"
"護衛","ごえい","6級から","","","14024","常用漢字表","校正不要"
"愛想","あいそ","6級から","","あいそ / あいそう","14033","常用漢字表","校正不要"
"矢印","やじるし","6級から","","","14048","常用漢字表","校正不要"
"発光","はっこう","6級から","","","14089","国語辞典(JMdict)｜対義語・熟語の構成で使う語","校正不要"
"短歌","たんか","6級から","","たんか / みじかうた","14091","常用漢字表","校正不要"
"元祖","がんそ","6級から","","","14110","常用漢字表","校正不要"
"一元化","いちげんか","6級から","","","14119","国語辞典(JMdict)｜三字熟語","校正不要"
"在留","ざいりゅう","6級から","","","14121","常用漢字表","校正不要"
"天文学","てんもんがく","6級から","","","14126","常用漢字表","校正不要"
"容姿","ようし","5級から","","","14132","常用漢字表","校正不要"
"問屋","とんや","6級から","","とんや / といや","14147","常用漢字表","校正不要"
"中庭","なかにわ","6級から","","","14153","常用漢字表","校正不要"
"希少","きしょう","6級から","","","14162","常用漢字表","校正不要"
"庁舎","ちょうしゃ","5級から","","","14171","常用漢字表","校正不要"
"大前提","だいぜんてい","6級から","","","14177","国語辞典(JMdict)｜三字熟語","校正不要"
"谷川","たにがわ","6級から","","","14203","常用漢字表","校正不要"
"敬遠","けいえん","5級から","","","14208","常用漢字表","校正不要"
"晴天","せいてん","6級から","","せいてん / せいでん","14229","常用漢字表","校正不要"
"否認","ひにん","5級から","","","14238","常用漢字表","校正不要"
"神宮","じんぐう","6級から","","","14249","常用漢字表","校正不要"
"短所","たんしょ","6級から","","","14280","常用漢字表","校正不要"
"府県","ふけん","6級から","","","14286","常用漢字表","校正不要"
"動脈","どうみゃく","6級から","","","14313","常用漢字表","校正不要"
"大木","たいぼく","6級から","","","14324","常用漢字表","校正不要"
"手形","てがた","6級から","","","14351","常用漢字表","校正不要"
"境地","きょうち","6級から","","","14371","常用漢字表","校正不要"
"不合理","ふごうり","6級から","","","14373","国語辞典(JMdict)｜三字熟語","校正不要"
"異変","いへん","5級から","","","14387","常用漢字表","校正不要"
"事物","じぶつ","6級から","","","14388","常用漢字表","校正不要"
"休息","きゅうそく","6級から","","","14421","常用漢字表","校正不要"
"特産","とくさん","6級から","","","14434","常用漢字表","校正不要"
"点灯","てんとう","6級から","","","14435","常用漢字表","校正不要"
"貧弱","ひんじゃく","6級から","","","14452","常用漢字表","校正不要"
"勤勉","きんべん","5級から","","","14464","常用漢字表","校正不要"
"生態学","せいたいがく","6級から","","","14465","国語辞典(JMdict)｜三字熟語","校正不要"
"昔話","むかしばなし","6級から","","","14468","常用漢字表","校正不要"
"圧巻","あっかん","5級から","","","14474","常用漢字表","校正不要"
"人妻","ひとづま","6級から","","","14491","常用漢字表","校正不要"
"改築","かいちく","6級から","","","14502","常用漢字表","校正不要"
"支度","したく","6級から","","","14515","常用漢字表","校正不要"
"冬季","とうき","6級から","","","14518","常用漢字表","校正不要"
"生誕","せいたん","5級から","","","14555","常用漢字表","校正不要"
"激動","げきどう","5級から","","","14563","常用漢字表","校正不要"
"土俵","どひょう","5級から","","","14572","常用漢字表","校正不要"
"起立","きりつ","6級から","","","14603","常用漢字表","校正不要"
"汽車","きしゃ","6級から","","","14604","常用漢字表","校正不要"
"海辺","うみべ","6級から","","うみべ / かいへん","14618","常用漢字表","校正不要"
"目印","めじるし","6級から","","","14620","常用漢字表","校正不要"
"坂道","さかみち","6級から","","","14675","常用漢字表","校正不要"
"係員","かかりいん","6級から","","","14677","常用漢字表","校正不要"
"勝敗","しょうはい","6級から","","","14679","常用漢字表","校正不要"
"野原","のはら","6級から","","","14685","常用漢字表","校正不要"
"無制限","むせいげん","6級から","","","14686","国語辞典(JMdict)｜三字熟語","校正不要"
"耕作","こうさく","6級から","","","14709","常用漢字表","校正不要"
"林業","りんぎょう","6級から","","","14714","常用漢字表","校正不要"
"集結","しゅうけつ","6級から","","","14716","常用漢字表","校正不要"
"現像","げんぞう","6級から","","","14718","常用漢字表","校正不要"
"名声","めいせい","6級から","","","14729","常用漢字表","校正不要"
"軽快","けいかい","6級から","","","14748","常用漢字表","校正不要"
"永続","えいぞく","6級から","","","14755","常用漢字表","校正不要"
"求職","きゅうしょく","6級から","","","14756","常用漢字表","校正不要"
"一安心","ひとあんしん","6級から","","","14758","国語辞典(JMdict)｜三字熟語","校正不要"
"小切手","こぎって","6級から","","","14770","常用漢字表","校正不要"
"成就","じょうじゅ","5級から","","","14778","常用漢字表","校正不要"
"察知","さっち","6級から","","","14787","常用漢字表","校正不要"
